episode_id,player1,player2,player1_reward,player2_reward,winner,outcome,episode_length,completed,side,player1_color,player2_color
0,IPPO_latest_,scripted_seek,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
1,IPPO_latest_,scripted_seek,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
2,IPPO_latest_,scripted_seek,1.0,-1.0,IPPO_latest_,1,12,True,1,green,red
3,IPPO_latest_,scripted_seek,1.0,-1.0,IPPO_latest_,1,12,True,1,green,red
4,IPPO_latest_,scripted_seek,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
5,IPPO_latest_,scripted_seek,1.0,-1.0,scripted_seek,1,11,True,2,red,green
6,IPPO_latest_,scripted_seek,1.0,-1.0,scripted_seek,1,12,True,2,red,green
7,IPPO_latest_,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
8,IPPO_latest_,scripted_seek,1.0,-1.0,scripted_seek,1,11,True,2,red,green
9,IPPO_latest_,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
0,IPPO_latest_,scripted_dodge,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
1,IPPO_latest_,scripted_dodge,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
2,IPPO_latest_,scripted_dodge,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
3,IPPO_latest_,scripted_dodge,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
4,IPPO_latest_,scripted_dodge,1.0,-1.0,IPPO_latest_,1,6,True,1,green,red
5,IPPO_latest_,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
6,IPPO_latest_,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
7,IPPO_latest_,scripted_dodge,1.0,-1.0,scripted_dodge,1,14,True,2,red,green
8,IPPO_latest_,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
9,IPPO_latest_,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
0,IPPO_latest_,scripted_centaur,1.0,-1.0,IPPO_latest_,1,15,True,1,green,red
1,IPPO_latest_,scripted_centaur,1.0,-1.0,IPPO_latest_,1,14,True,1,green,red
2,IPPO_latest_,scripted_centaur,1.0,-1.0,IPPO_latest_,1,17,True,1,green,red
3,IPPO_latest_,scripted_centaur,1.0,-1.0,IPPO_latest_,1,18,True,1,green,red
4,IPPO_latest_,scripted_centaur,1.0,-1.0,IPPO_latest_,1,16,True,1,green,red
5,IPPO_latest_,scripted_centaur,0.0,0.0,draw,0,100,True,2,red,green
6,IPPO_latest_,scripted_centaur,1.0,-1.0,scripted_centaur,1,32,True,2,red,green
7,IPPO_latest_,scripted_centaur,1.0,-1.0,scripted_centaur,1,13,True,2,red,green
8,IPPO_latest_,scripted_centaur,1.0,-1.0,scripted_centaur,1,52,True,2,red,green
9,IPPO_latest_,scripted_centaur,1.0,-1.0,scripted_centaur,1,13,True,2,red,green
0,SPPPO_latest,FSPPPO_latest,-1.0,1.0,FSPPPO_latest,-1,50,True,1,green,red
1,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,1,green,red
2,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,1,green,red
3,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,1,green,red
4,SPPPO_latest,FSPPPO_latest,-1.0,1.0,FSPPPO_latest,-1,41,True,1,green,red
5,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,2,red,green
6,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,2,red,green
7,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,2,red,green
8,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,2,red,green
9,SPPPO_latest,FSPPPO_latest,0.0,0.0,draw,0,100,True,2,red,green
0,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,1,green,red
1,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,1,green,red
2,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,1,green,red
3,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,1,green,red
4,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,1,green,red
5,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,2,red,green
6,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,2,red,green
7,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,2,red,green
8,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,2,red,green
9,SPPPO_latest,scripted_noop,0.0,0.0,draw,0,100,True,2,red,green
0,SPPPO_latest,scripted_random,1.0,-1.0,SPPPO_latest,1,16,True,1,green,red
1,SPPPO_latest,scripted_random,1.0,-1.0,SPPPO_latest,1,33,True,1,green,red
2,SPPPO_latest,scripted_random,1.0,-1.0,SPPPO_latest,1,59,True,1,green,red
3,SPPPO_latest,scripted_random,1.0,-1.0,SPPPO_latest,1,54,True,1,green,red
4,SPPPO_latest,scripted_random,1.0,-1.0,SPPPO_latest,1,25,True,1,green,red
5,SPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,19,True,2,red,green
6,SPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,23,True,2,red,green
7,SPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,43,True,2,red,green
8,SPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,15,True,2,red,green
9,SPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,10,True,2,red,green
0,SPPPO_latest,scripted_seek,1.0,-1.0,SPPPO_latest,1,12,True,1,green,red
1,SPPPO_latest,scripted_seek,1.0,-1.0,SPPPO_latest,1,13,True,1,green,red
2,SPPPO_latest,scripted_seek,1.0,-1.0,SPPPO_latest,1,12,True,1,green,red
3,SPPPO_latest,scripted_seek,1.0,-1.0,SPPPO_latest,1,6,True,1,green,red
4,SPPPO_latest,scripted_seek,1.0,-1.0,SPPPO_latest,1,12,True,1,green,red
5,SPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
6,SPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
7,SPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,11,True,2,red,green
8,SPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
9,SPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
0,SPPPO_latest,scripted_dodge,1.0,-1.0,SPPPO_latest,1,12,True,1,green,red
1,SPPPO_latest,scripted_dodge,1.0,-1.0,SPPPO_latest,1,6,True,1,green,red
2,SPPPO_latest,scripted_dodge,1.0,-1.0,SPPPO_latest,1,12,True,1,green,red
3,SPPPO_latest,scripted_dodge,1.0,-1.0,SPPPO_latest,1,6,True,1,green,red
4,SPPPO_latest,scripted_dodge,1.0,-1.0,SPPPO_latest,1,6,True,1,green,red
5,SPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,12,True,2,red,green
6,SPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,12,True,2,red,green
7,SPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,12,True,2,red,green
8,SPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
9,SPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,12,True,2,red,green
0,SPPPO_latest,scripted_centaur,0.0,0.0,draw,0,100,True,1,green,red
1,SPPPO_latest,scripted_centaur,1.0,-1.0,SPPPO_latest,1,87,True,1,green,red
2,SPPPO_latest,scripted_centaur,1.0,-1.0,SPPPO_latest,1,99,True,1,green,red
3,SPPPO_latest,scripted_centaur,1.0,-1.0,SPPPO_latest,1,37,True,1,green,red
4,SPPPO_latest,scripted_centaur,0.0,0.0,draw,0,100,True,1,green,red
5,SPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,24,True,2,red,green
6,SPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,41,True,2,red,green
7,SPPPO_latest,scripted_centaur,0.0,0.0,draw,0,100,True,2,red,green
8,SPPPO_latest,scripted_centaur,0.0,0.0,draw,0,100,True,2,red,green
9,SPPPO_latest,scripted_centaur,0.0,0.0,draw,0,100,True,2,red,green
0,FSPPPO_latest,scripted_noop,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
1,FSPPPO_latest,scripted_noop,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
2,FSPPPO_latest,scripted_noop,1.0,-1.0,FSPPPO_latest,1,12,True,1,green,red
3,FSPPPO_latest,scripted_noop,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
4,FSPPPO_latest,scripted_noop,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
5,FSPPPO_latest,scripted_noop,1.0,-1.0,scripted_noop,1,13,True,2,red,green
6,FSPPPO_latest,scripted_noop,1.0,-1.0,scripted_noop,1,12,True,2,red,green
7,FSPPPO_latest,scripted_noop,1.0,-1.0,scripted_noop,1,13,True,2,red,green
8,FSPPPO_latest,scripted_noop,1.0,-1.0,scripted_noop,1,12,True,2,red,green
9,FSPPPO_latest,scripted_noop,1.0,-1.0,scripted_noop,1,12,True,2,red,green
0,FSPPPO_latest,scripted_random,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
1,FSPPPO_latest,scripted_random,1.0,-1.0,FSPPPO_latest,1,12,True,1,green,red
2,FSPPPO_latest,scripted_random,1.0,-1.0,FSPPPO_latest,1,15,True,1,green,red
3,FSPPPO_latest,scripted_random,1.0,-1.0,FSPPPO_latest,1,13,True,1,green,red
4,FSPPPO_latest,scripted_random,1.0,-1.0,FSPPPO_latest,1,14,True,1,green,red
5,FSPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,13,True,2,red,green
6,FSPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,14,True,2,red,green
7,FSPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,26,True,2,red,green
8,FSPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,14,True,2,red,green
9,FSPPPO_latest,scripted_random,1.0,-1.0,scripted_random,1,15,True,2,red,green
0,FSPPPO_latest,scripted_seek,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
1,FSPPPO_latest,scripted_seek,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
2,FSPPPO_latest,scripted_seek,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
3,FSPPPO_latest,scripted_seek,1.0,-1.0,FSPPPO_latest,1,24,True,1,green,red
4,FSPPPO_latest,scripted_seek,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
5,FSPPPO_latest,scripted_seek,-1.0,1.0,FSPPPO_latest,-1,12,True,2,red,green
6,FSPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,26,True,2,red,green
7,FSPPPO_latest,scripted_seek,-1.0,1.0,FSPPPO_latest,-1,12,True,2,red,green
8,FSPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
9,FSPPPO_latest,scripted_seek,1.0,-1.0,scripted_seek,1,12,True,2,red,green
0,FSPPPO_latest,scripted_dodge,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
1,FSPPPO_latest,scripted_dodge,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
2,FSPPPO_latest,scripted_dodge,0.0,0.0,draw,0,26,True,1,green,red
3,FSPPPO_latest,scripted_dodge,1.0,-1.0,FSPPPO_latest,1,6,True,1,green,red
4,FSPPPO_latest,scripted_dodge,-1.0,1.0,scripted_dodge,-1,12,True,1,green,red
5,FSPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
6,FSPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,14,True,2,red,green
7,FSPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,12,True,2,red,green
8,FSPPPO_latest,scripted_dodge,-1.0,1.0,FSPPPO_latest,-1,12,True,2,red,green
9,FSPPPO_latest,scripted_dodge,1.0,-1.0,scripted_dodge,1,6,True,2,red,green
0,FSPPPO_latest,scripted_centaur,1.0,-1.0,FSPPPO_latest,1,18,True,1,green,red
1,FSPPPO_latest,scripted_centaur,1.0,-1.0,FSPPPO_latest,1,14,True,1,green,red
2,FSPPPO_latest,scripted_centaur,1.0,-1.0,FSPPPO_latest,1,25,True,1,green,red
3,FSPPPO_latest,scripted_centaur,1.0,-1.0,FSPPPO_latest,1,23,True,1,green,red
4,FSPPPO_latest,scripted_centaur,1.0,-1.0,FSPPPO_latest,1,15,True,1,green,red
5,FSPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,38,True,2,red,green
6,FSPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,28,True,2,red,green
7,FSPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,16,True,2,red,green
8,FSPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,18,True,2,red,green
9,FSPPPO_latest,scripted_centaur,1.0,-1.0,scripted_centaur,1,37,True,2,red,green
0,scripted_noop,scripted_random,1.0,-1.0,scripted_noop,1,21,True,1,green,red
1,scripted_noop,scripted_random,1.0,-1.0,scripted_noop,1,28,True,1,green,red
2,scripted_noop,scripted_random,1.0,-1.0,scripted_noop,1,39,True,1,green,red
3,scripted_noop,scripted_random,1.0,-1.0,scripted_noop,1,32,True,1,green,red
4,scripted_noop,scripted_random,1.0,-1.0,scripted_noop,1,23,True,1,green,red
5,scripted_noop,scripted_random,0.0,0.0,draw,0,100,True,2,red,green
6,scripted_noop,scripted_random,1.0,-1.0,scripted_random,1,15,True,2,red,green
7,scripted_noop,scripted_random,1.0,-1.0,scripted_random,1,23,True,2,red,green
8,scripted_noop,scripted_random,1.0,-1.0,scripted_random,1,11,True,2,red,green
9,scripted_noop,scripted_random,1.0,-1.0,scripted_random,1,90,True,2,red,green
0,scripted_noop,scripted_seek,1.0,-1.0,scripted_noop,1,13,True,1,green,red
1,scripted_noop,scripted_seek,1.0,-1.0,scripted_noop,1,13,True,1,green,red
2,scripted_noop,scripted_seek,1.0,-1.0,scripted_noop,1,13,True,1,green,red
3,scripted_noop,scripted_seek,1.0,-1.0,scripted_noop,1,13,True,1,green,red
4,scripted_noop,scripted_seek,1.0,-1.0,scripted_noop,1,13,True,1,green,red
5,scripted_noop,scripted_seek,1.0,-1.0,scripted_seek,1,13,True,2,red,green
6,scripted_noop,scripted_seek,1.0,-1.0,scripted_seek,1,6,True,2,red,green
7,scripted_noop,scripted_seek,1.0,-1.0,scripted_seek,1,13,True,2,red,green
8,scripted_noop,scripted_seek,1.0,-1.0,scripted_seek,1,13,True,2,red,green
9,scripted_noop,scripted_seek,1.0,-1.0,scripted_seek,1,13,True,2,red,green
